ntensidad colorante,Matiz violeta,Matiz rojo,Matiz pardo,Intensidad aromática,Herbáceo_vegetal,Fruta fresca,Fruta cocida,Mermelada_confitura,Floral,Frutos secos,Especiado,Balsámico,Terroso,Madera,Café,Chocolate,Acidez,Amargor,Dulzor,Astringencia,Volumen en boca
1,1,2,2,1,0,2,0,0,0,0,1,0,1,0,0,0,3,0,1,1,2
