ntensidad colorante,Matiz violeta,Matiz rojo,Matiz pardo,Intensidad aromática,Herbáceo_vegetal,Fruta fresca,Fruta cocida,Mermelada_confitura,Floral,Frutos secos,Especiado,Balsámico,Terroso,Madera,Café,Chocolate,Acidez,Amargor,Dulzor,Astringencia,Volumen en boca
2,2,2,0,2,1,2,0,2,2,0,0,0,0,0,0,0,2,3,1,2,1
